colors,language,type,text,flavor,title
W,Portuguese (Brazil),Criatura — Anjo,"Voar
Quando Voz das Províncias entrar no campo de batalha, coloque no campo de batalha uma ficha de criatura branca 1/1 do tipo Humano.","Sua trombeta ecoa por toda Innistrad, alegrando os corações dos justos.",Voz das Províncias
W,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +2/+2 e ganha iniciativa até o final do turno.,"""Tremei, demônios. A noite não mais lhes pertence.""",Golpe Zeloso
U,Portuguese (Brazil),Criatura — Humano Mago,Sacrifique Aprendiz de Alquimista: Compre um card.,"Os efeitos colaterais podem incluir odores nauseabundos, vapores escaldantes e inexistência espontânea.",Aprendiz de Alquimista
U,Portuguese (Brazil),Feitiço,Compre três cards e depois coloque um card de sua mão no fundo de seu grimório.,"""Eu sabia que toda aquela saliva de salamandra seria útil!""",Acumular Componentes
U,Portuguese (Brazil),Encantamento,As mágicas instantâneas e de feitiços custam {2} a menos para serem conjuradas.,Discussões entre magos jamais são puramente acadêmicas.,Embate Arcano
U,Portuguese (Brazil),Criatura — Humano Mago,"Toda vez que outro Humano entrar no campo de batalha sob seu controle, desvire Capitão das Brumas.
{1}{U}, {T}: Você pode virar ou desvirar a permanente alvo.","""Não sou um mero capitão de navio. O vento norte é meu cúmplice. A maré é meu imediato.""",Capitão das Brumas
U,Portuguese (Brazil),Mágica Instantânea,"Vire a criatura alvo. Ela não desvira durante a próxima etapa de desvirar de seu controlador.
Compre um card.",Basta um sopro do geist para transformar veias em rios de gelo e congelar corações.,Calafrio Incapacitante
U,Portuguese (Brazil),Feitiço,"Devolva todas as permanentes que não sejam terrenos para as mãos de seus donos.
Milagre {1}{U} (Você pode conjurar este card pagando seu custo de milagre ao comprá-lo se este for o primeiro card que você compra neste turno.)",É difícil argumentar com uma força composta da vontade divina.,Maré da Devastação
U,Portuguese (Brazil),Feitiço,"O jogador alvo coloca os X primeiros cards do topo do grimório dele no próprio cemitério, sendo X igual ao número de terrenos que você controla.","Cuidado ao aventurar-se pelo Morkrut, pois ele pode se erguer para pegá-lo.",Onda Medonha
U,Portuguese (Brazil),Encantamento,As criaturas com voar que você controla recebem +1/+1.,"Revoadas de grifinos, há muito considerados extintos, reapareceram com o retorno de Avacyn.",Ventos Favoráveis
U,Portuguese (Brazil),Criatura — Espírito,"Voar
No início de sua manutenção, sacrifique Geist Acorrentado, a menos que pague {1} para cada outra criatura que você controla.",As escolhas dos vivos os atarão na morte.,Geist Acorrentado
U,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe -1/-0 até o final do turno.
Compre um card.","Primeira mágica ensinada aos jovens magos, já salvou a vida de muitos cujas mãos são pequenas demais para empunhar uma espada.",Distração Efêmera
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica de criatura alvo. Coloque no campo de batalha uma ficha de criatura azul 1/1 do tipo Espírito com voar.,Os anjos e demônios não são os únicos que ouvem suas preces.,Rapina do Geist
U,Portuguese (Brazil),Feitiço,Até duas criaturas alvo não podem ser bloqueadas neste turno.,"""Não há nada que seja realmente 'impenetrável'.""",Fantasmorfia
U,Portuguese (Brazil),Mágica Instantânea,"Exile dois artefatos, criaturas e/ou terrenos alvo que você controla e depois devolva-os ao campo de batalha sob o seu controle.",Às vezes é útil tirar uma folga da existência.,Bruxuleio Fantasmagórico
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ""Toda vez que esta criatura ataca, você pode virar ou desvirar a permanente alvo.""","""Os geists querem ser conhecidos. Sou apenas o veículo de seus esforços.""",Toque Fantasmagórico
U,Portuguese (Brazil),Criatura — Humano Cavaleiro,"Voar
Quando Vanguarda Grifina entrar no campo de batalha, compre um card.","""Os carniçais derrubaram a porta, mas eu ouvi o chamado dos grifinos e soube que estávamos salvos."" — Ekka, comerciante de Hanweir",Vanguarda Grifina
U,Portuguese (Brazil),Criatura — Zumbi Horror,"Quando Skaab de Havengul atacar, devolva outra criatura que você controla para a mão de seu dono.",Uma abominação tão violenta que os outros demônios tremem ao vê-lo.,Skaab de Havengul
U,Portuguese (Brazil),Feitiço,Devolva até duas criaturas alvo para as mãos de seus donos.,"""Os cátaros têm suas espadas; os inquisidores, seus machados. Eu prefiro a abordagem 'diplomática'."" — Terhold, arquimago de Drunau",Ao Vácuo
U,Portuguese (Brazil),Criatura — Espírito,Buscador de Tranca não pode ser bloqueado.,"Ele busca uma tumba que o contenha, um caixão que lhe dê descanso.",Buscador de Tranca
U,Portuguese (Brazil),Criatura — Humano Mago,"Toda vez que conjura uma mágica instantânea, você pode pagar {1}. Se fizer isso, compre um card.","""Agrada-me que este mundo tenha aprendido que a lua afeta muito mais que as marés."" — Tamiyo, a Sábia da Lua",Místico Lunar
U,Portuguese (Brazil),Feitiço,Compre um card para cada Humano que você controla.,"""Emergimos triunfantes da escuridão. Que nossa sabedoria nos guie rumo à prosperidade.""",Apelo às Massas
U,Portuguese (Brazil),Criatura — Ave,"Voar
Quando Corvo das Brumas entrar no campo de batalha, devolva a criatura alvo para a mão de seu dono.","""Quando vir um corvo, corra para as montanhas. Eles sabem quando a maré dos fantasmas está para subir."" — Sved, pescador de Nefália",Corvo das Brumas
U,Portuguese (Brazil),Criatura — Grifo,"Voar
Você pode conjurar Grifo do Vale da Neblina do exílio.","Para algumas criaturas, a existência é apenas um capricho.",Grifo do Vale da Neblina
U,Portuguese (Brazil),Criatura — Humano Ladino,"{3}{U}, {T}: Exile outra criatura alvo que você controla e depois devolva-a ao campo de batalha sob seu controle.","""Meus condutores são confiáveis. Eu mesmo cortei suas línguas. Mais alguma pergunta?""",Contrabandista de Nefália
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica alvo cujo alvo seja um jogador.,O estudante pergunta como uma mágica começa. O mestre pondera sobre o que a encerra.,Sagacidade
U,Portuguese (Brazil),Mágica Instantânea,Devolva uma criatura alvo que você controla e uma criatura alvo que você não controla para as mãos de seus donos.,"""Demônio desalmado, você está preso a mim. Agora ambos habitaremos no esquecimento.""",Despir da Realidade
U,Portuguese (Brazil),Criatura — Zumbi,"Quando Carniçal da Coroa Pútrida morre, o jogador alvo coloca os cinco primeiros cards do topo do grimório dele no próprio cemitério.","""Não olhe nos olhos dele. Ele está pensando coisas que nenhuma coisa morta deveria pensar."" — Capitão Eberhart",Carniçal da Coroa Pútrida
U,Portuguese (Brazil),Criatura — Zumbi Dragonete,"Voar
Dragonete Remendado só pode bloquear criaturas com voar.","""Os cátaros mataram meus skaabs lá embaixo. Vamos ver quão alto vão suas espadas."" — Ludevic, necroalquimista",Dragonete Remendado
U,Portuguese (Brazil),Mágica Instantânea,Anule a mágica alvo que seja a segunda mágica conjurada neste turno.,"""Já sei onde você quer chegar com isso... E não gosto nada dessa ideia."" — Dierk, geisteomago",Antecipação
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Você controla a criatura encantada.
A criatura encantada recebe +2/+2 e tem voar.",O medo de escapar do tênue abraço do geist superou a alegria de Tolu por seu primeiro voo.,Levado pelos Espíritos
U,Portuguese (Brazil),Feitiço,"Jogue um turno extra após este. Exile Maestria Temporal.
Milagre {1}{U} (Você pode conjurar este card pagando seu custo de milagre ao comprá-lo se este for o primeiro card que você compra neste turno.)",O tempo é um brinquedo maravilhoso.,Maestria Temporal
B,Portuguese (Brazil),Feitiço,O oponente alvo revela a própria mão. Você escolhe um card da mão dele com custo de mana convertido igual a 4 ou mais e o exila.,É como um pêssego: a primeira mordida é sempre a mais suculenta.,Fome de Cérebro
B,Portuguese (Brazil),Feitiço,Cada jogador sacrifica duas criaturas.,"""Todos precisamos fazer sacrifícios pelo bem de Innistrad."" — Sorin Markov",Escambo de Sangue
B,Portuguese (Brazil),Criatura — Vampiro,"Toda vez que Artista do Sangue ou outra criatura morre, o jogador alvo perde 1 ponto de vida e você ganha 1 ponto de vida.","""A grande arte jamais se cria sem grande sofrimento.""",Artista do Sangue
B,Portuguese (Brazil),Criatura — Vampiro,Sacrifique uma criatura: Coloque um marcador +1/+1 sobre Connoisseur do Fluxo Sanguíneo.,"""A morte. Não pela sobrevivência, mas por vaidade e prazer. Essa é a decadência que eu tentei coibir."" — Sorin Markov",Connoisseur do Fluxo Sanguíneo
B,Portuguese (Brazil),Feitiço,"Como custo adicional para conjurar Estacas Ósseas, sacrifique uma criatura.
Destrua a criatura alvo.","""O que você merece? O peso de um fêmur ou o gracioso gume de um antebraço? É tão difícil escolher..."" — Gisa, a Louca",Estacas Ósseas
B,Portuguese (Brazil),Criatura — Zumbi,"Imortal (Quando esta criatura morrer, se ela não tiver nenhum marcador +1/+1, devolva-a ao campo de batalha sob o controle de seu dono com um marcador +1/+1.)","Desprovido de mente, ele não teme a morte. Desprovido de alma, ele não se importa em matar.",Carniçal Carniceiro
B,Portuguese (Brazil),Criatura — Humano Ladino,"{2}{B}, Sacrifique uma criatura: O oponente alvo revela a própria mão. Você escolhe um card dela. Aquele jogador descarta aquele card. Ative esta habilidade somente quando puder conjurar um feitiço.",Os que não conseguem respirar não conseguem reclamar.,Negociantes de Cadáveres
B,Portuguese (Brazil),Criatura — Zumbi,Sacrifique Rastejador da Cripta: Exile o card alvo de um cemitério.,"""Acho que é verdade o que dizem. O que não te mata te deixa mais forte. Ou ao menos mais estranho."" — Capitão Eberhart",Rastejador da Cripta
B,Portuguese (Brazil),Criatura — Vampiro Assassino,"{4}{B}{B}: Exile a criatura alvo e coloque um marcador +1/+1 sobre Impostor Sombrio.
Impostor Sombrio tem todas as habilidades ativadas de todos os cards de criatura exilados com ele.","""Ah, essa é uma vida boa. Entendo seu desespero para protegê-la.""",Impostor Sombrio
B,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe -X/-X até o final do turno.,"Leukin olhou estupefato as penas de anjo em chamas. ""Corram!"", gritou para sua patrulha. ""Não temos a menor chance!""",Vento da Morte
B,Portuguese (Brazil),Encantamento,"No início de sua etapa final, se você controlar exatamente uma criatura, coloque no campo de batalha uma ficha de criatura preta 5/5 do tipo Demônio com voar.","O que é mais tolo, invocar o demônio ou esperar sua gratidão?",Ascensão Demoníaca
B,Portuguese (Brazil),Criatura — Demônio,"Voar
No início de sua manutenção, sacrifique uma criatura que não seja Capataz Demoníaco.",A subserviência ao poder superior é a única lei no inferno.,Capataz Demoníaco
B,Portuguese (Brazil),Encantamento,"No início de sua manutenção, coloque um marcador de desespero sobre Descida para a Loucura. Depois, cada jogador exila X permanentes que ele controle e/ou cards da própria mão, sendo X igual ao número de marcadores de desespero sobre Descida para a Loucura.",A escada desce em ambas as direções.,Descida para a Loucura
B,Portuguese (Brazil),Criatura — Zumbi Horror,"Toda vez que uma criatura que sofreu dano de Escravizador Aterrorizante neste turno morrer, devolva-a ao campo de batalha sob seu controle. Aquela criatura é um Zumbi preto além de suas outras cores e tipos.","Em terra de descerebrados, quem tem meio cérebro é rei.",Escravizador Aterrorizante
B,Portuguese (Brazil),Criatura — Vampiro,"Quando Condutor dos Mortos morrer, devolva o card de criatura alvo com custo de mana convertido igual a 2 ou menos de seu cemitério para o campo de batalha.",Alguns vampiros recorreram ao comércio de cadáveres depois que os cátaros queimaram suas propriedades e os expulsaram de seus antigos territórios de caça.,Condutor dos Mortos
B,Portuguese (Brazil),Feitiço,"O jogador alvo perde X pontos de vida e você ganha X pontos de vida, sendo X igual ao maior poder entre as criaturas que você controla.",O Capitão Lewenheart encontrou provas de um culto demoníaco no seio do clero. Os Skirsdag jamais lhe deram a chance de apresentá-las.,Colheita de Essência
B,Portuguese (Brazil),Encantamento,"Toda vez que um oponente perde pontos de vida, você ganha uma quantidade equivalente de pontos de vida.","Mesmo no momento em que os humanos recuperavam a vantagem, alguns ainda trocavam suas vidas por uma chance de imortalidade.",Sangue Delicioso
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe -1/-1 e é um Zumbi preto além de suas outras cores e tipos.","O corpo morre em estágios. Primeiro a pele, depois os músculos. Por último, o cérebro, para desalento da vítima.",Carniçalizar
B,Portuguese (Brazil),Criatura — Espírito,"Se algum dano de combate seria causado a Cirurgião Sombrio, previna aquele dano e exile uma quantidade equivalente de cards do topo de seu grimório.",Ele vaga pelas ruas de Havengul em busca dos doentes e delirantes para poder curá-los de suas vidas.,Cirurgião Sombrio
B,Portuguese (Brazil),Feitiço,Devolva o card de criatura alvo de seu cemitério para sua mão. O jogador alvo sacrifica uma criatura.,"""É uma jornada fria e sombria de qualquer forma."" — Eruth de Lambholt",Permuta do Túmulo
B,Portuguese (Brazil),Criatura Lendária — Demônio,"Voar, vínculo com a vida
Pague 7 pontos de vida: Compre sete cards.","""Avacyn emergiu das ruínas da Câmara Infernal, mas sua liberdade teve um preço: ele."" — Thalia, Cátara Cavaleira",Griselbrand
B,Portuguese (Brazil),Criatura — Demônio,"Toque mortífero
Toda vez que outra criatura que não seja uma ficha morre, você pode comprar um card.","""Ele é juiz, júri e carrasco... porque matou todos eles."" — Bispo Cawle de Elgaud",Ceifador de Almas
B,Portuguese (Brazil),Encantamento,"Enquanto você controlar apenas uma criatura, essa criatura receberá +3/+1 e terá vínculo com a vida.","""Malditos corvos com esse grasno sem fim... não consigo escutar as vozes na minha cabeça..."" — Eremita do Solar de Hanne",Solidão Homicida
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo do tipo Humano.,"""Já vi cem famílias mortais ascenderem e caírem. E ainda sobreviverei a outras mil."" — Olivia Voldaren",Fragilidade Humana
B,Portuguese (Brazil),Criatura — Zumbi,Carniçal Caçado não pode bloquear Humanos.,"Mesmo depois de Hanweir ser salva, os carniçais perdidos de Gisa ainda vagaram, seguindo as ordens doentias de sua mestra encarcerada.",Carniçal Caçado
B,Portuguese (Brazil),Feitiço,"Para cada criatura, seu controlador a sacrifica a menos que pague X pontos de vida.","""Venho em busca de demônios e encontro um plano cheio de anjos. Eu odeio anjos!"" — Liliana Vess",Onda Assassina
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Gêmeos Maalfeld morrer, coloque no campo de batalha duas fichas de criatura pretas 2/2 do tipo Zumbi.","""Quem sou eu para separar uma família?"" — Gisa, a Louca",Gêmeos Maalfeld
B,Portuguese (Brazil),Criatura — Morcego Esqueleto,"Voar
Pague 4 pontos de vida: Regenere Morcegos Medulares.","""Não importa o quanto avancemos em Stensia, a morte-vida permanecerá nestas terras para sempre."" — Terhold, arquimago de Drunau",Morcegos Medulares
B,Portuguese (Brazil),Feitiço,O jogador alvo descarta dois cards e perde 2 pontos de vida.,"""A mente dele é débil. Sirva-o aos morcegos.""",Agonia Mental
B,Portuguese (Brazil),Mágica Instantânea,A criatura alvo ganha toque mortífero até o final do turno. Regenere-a.,"Uma cobra morta-viva não morde apenas para se defender. Ela é faminta como qualquer zumbi, e insaciável.",Mordida Necrotizante
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Morto Poluto morrer, destrua o terreno alvo.","Após o ataque dos zumbis, a colheita definhou nos campos, e o próspero vilarejo se tornou uma cidade fantasma da noite para o dia.",Morto Poluto
B,Portuguese (Brazil),Criatura — Espírito,"Voar
{3}{B}: Geist Holofote ganha toque mortífero até o final do turno. (Qualquer quantidade de dano que esta criatura cause a uma criatura é suficiente para destruí-la.)","Ele se ergue ao cair da noite, em busca de almas para exterminar.",Geist Holofote
B,Portuguese (Brazil),Criatura — Demônio,"Quando Demônio da Cela das Almas morre, cada jogador perde 3 pontos de vida.","Kastinne seguiu os atormentadores até o interior da sinistra rede de cavernas sob Stensia, jurando libertar as almas de seus filhos.",Demônio da Cela das Almas
B,Portuguese (Brazil),Encantamento,"No início de sua manutenção, o oponente alvo descarta um card se você controlar a criatura com maior poder ou uma das que tem o maior poder.","""Já vi cadáveres mais bonitos que você, mago das feras."" — Liliana Vess",Triunfo da Crueldade
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Carrasco Morto-vivo morre, você pode fazer com que a criatura alvo receba -2/-2 até o final do turno.","Assassino desumano em vida, assassino descerebrado na morte.",Carrasco Morto-vivo
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Quando a criatura encantada morrer, devolva aquele card ao campo de batalha sob seu controle.",Pactos com demônios raramente terminam com a morte.,Pacto Maldito
R,Portuguese (Brazil),Mágica Instantânea,Irritar causa 1 ponto de dano a cada criatura que o jogador alvo controla. Cada criatura que sofreu dano dessa maneira ataca neste turno se estiver apta.,"""Bárbaros! Eles queimaram minha cadeira favorita! Vamos matar todos eles!"" — Anje Falkenrath",Irritar
R,Portuguese (Brazil),Criatura — Dragão,"Voar, ímpeto
No início da etapa final, devolva Dragão das Asas Arqueadas para a mão de seu dono.","Mais rápido que um anjo, mais cruel que um demônio, incansável como um carniçal.",Dragão das Asas Arqueadas
R,Portuguese (Brazil),Mágica Instantânea,As criaturas que você controla recebem +1/+0 até o final do turno.,"Após a destruição da Câmara Infernal, temerosas multidões logo se tornaram destemidos batalhões.",Estandartes Hasteados
R,Portuguese (Brazil),Mágica Instantânea,Adicione {R} à sua reserva de mana para cada criatura que você controla.,"""Uma igreja não passa de madeira e pedras. Uma congregação consiste em seus fiéis e no louvor aos anjos."" — Kolman, ancião de Gatstaf",Hino de Batalha
R,Portuguese (Brazil),Mágica Instantânea,Descarte sua mão e depois compre dois cards.,"""Vamos amigo, arrisque um arremesso. O que você tem a perder?"" — Tobias, comerciante de Erdwal",Aposta Arriscada
R,Portuguese (Brazil),Feitiço,Destrua o artefato ou terreno alvo.,"""Para derrotar realmente um skaberen, você precisa destruir não o monstro, mas o laboratório."" — Rem Karolus, Espadachim dos Inquisidores",Demolir
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ""{R}, {T}: Copie a mágica instantânea ou feitiço alvo que você controla. Você pode escolher novos alvos para a cópia.""","Horas depois da abertura da Câmara Infernal, os poderes dele retornaram... duas vezes maiores.",Conjuração Dual
R,Portuguese (Brazil),Criatura — Humano Cavaleiro,"Ímpeto
Quando Cátaro Fervoroso entra no campo de batalha, a criatura alvo não pode bloquear neste turno.","""Só largarei a espada quando morrer... E não pretendo fazer isso hoje.""",Cátaro Fervoroso
R,Portuguese (Brazil),Criatura — Diabo,"Quando Gangue de Diabos morre, ela causa 3 pontos de dano distribuídos à sua escolha entre uma, duas ou três criaturas e/ou jogadores alvo.","""Ora, como eu poderia saber que eles explodiriam?"" — Gregel, miliciano do condado",Gangue de Diabos
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +1/-1 e ataca a cada turno se estiver apta.","""Mais cedo ou mais tarde, o fogo destrói um zumbi, mas, antes disso, um zumbi em chamas destrói muitas outras coisas."" — Rem Karolus, Espadachim dos Inquisidores",Semblante de Fogo
R,Portuguese (Brazil),Criatura — Vampiro,"Toda vez que Vampiro de Havengul causar dano de combate a um jogador, coloque um marcador +1/+1 sobre ele.
Toda vez que outra criatura morrer, coloque um marcador +1/+1 sobre Vampiro de Havengul.","""Esse pulso cada vez mais lento... é o compasso da minha valsa.""",Vampiro de Havengul
R,Portuguese (Brazil),Criatura — Humano Guerreiro,"Quando entra no campo de batalha, Descontentes de Kessig causa ao jogador alvo dano igual ao número de Humanos que você controla.",O descontentamento é uma arma poderosa nas mãos de uma turba.,Descontentes de Kessig
R,Portuguese (Brazil),Criatura — Humano Guerreiro,"Toda vez que outra criatura entrar no campo de batalha sob seu controle, Atacante de Kruin recebe +1/+0 e ganha atropelar até o final do turno.","Insatisfeita com a criação dos lupíneos, Rorica abandonou sua ordem para liderar uma cruzada contra os ""lobisomens reformados"".",Atacante de Kruin
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ímpeto e ""{T}: Esta criatura causa 1 ponto de dano à criatura ou jogador alvo.""","""A carne morta-viva é seca e frágil. Uma faísca e 'puf'. Era uma vez um carniçal.""",Maestria com Relâmpagos
R,Portuguese (Brazil),Criatura — Humano Xamã,"Ímpeto
{T}, Descarte um card: Compre um card.","""Não existem garças na lua! Existe um musaranho, isso sim, de cinco patas, com uma voz como o sussurro do trovão!""",Profeta Louco
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ""{T}: A criatura alvo não pode bloquear neste turno.""","Conforme a paz retornava a Thraben, alguns cátaros cometeram o erro de baixar a guarda.",Más Intenções
R,Portuguese (Brazil),Criatura — Elemental Espírito,"O poder e a resistência de Malignus são ambos iguais à metade do total de pontos de vida mais alto entre os seus oponentes, arredondada para cima.
O dano que seria causado por Malignus não pode ser prevenido.","Ele caiu sobre Estwald como uma tempestade súbita. Instantes depois, só restavam cinzas e agonia.",Malignus
R,Portuguese (Brazil),Feitiço,"Pilar de Chamas causa 2 pontos de dano à criatura ou jogador alvo. Se uma criatura que sofreu dano dessa maneira morreria neste turno, em vez disso, exile-a.","""Que os merecedores passem a eternidade no Sono Abençoado. Que os ímpios encontrem a paz no esquecimento.""",Pilar de Chamas
R,Portuguese (Brazil),Feitiço,"Cada jogador descarta a própria mão e compra sete cards.
Milagre {1}{R} (Você pode conjurar este card pagando seu custo de milagre ao comprá-lo se este for o primeiro card que você compra neste turno.)","Em uma onda de mágicas chamada o Calar das Maldições, Avacyn purificou o mundo com o fogo divino.",Reforjar a Alma
R,Portuguese (Brazil),Criatura — Humano Guerreiro,"Toda vez que Líder da Revolta ataca, as criaturas do tipo Humano que você controla recebem +1/+0 até o final do turno.","""Os vampiros gostam de sangue quente, não é? Vamos ver o que eles acham do nosso.""",Líder da Revolta
R,Portuguese (Brazil),Feitiço,"Escolha uma ordem para artefatos, criaturas e terrenos. Cada jogador sacrifica uma permanente do primeiro tipo, depois duas do segundo e finalmente três do terceiro.",Os cultistas do Skirsdag se recusaram a aceitar pacificamente a ascensão de Avacyn.,Rito da Ruína
R,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe +X/+0 até o final do turno, sendo X igual ao seu poder.","Às vezes não é para se alimentar, nem para saciar o vício. Às vezes é só para voltar a sentir.",Torrente de Sangue
R,Portuguese (Brazil),Criatura — Diabo,{2}{R}: Diabo Escaldante causa 1 ponto de dano ao jogador alvo.,Demônios massacram. Diabos torram a paciência.,Diabo Escaldante
R,Portuguese (Brazil),Criatura — Humano Guerreiro,"Toda vez que Justiceiro de Somberwald é bloqueado por uma criatura, ele causa 1 ponto de dano àquela criatura.","Nada lhe restou, a não ser o ressentimento.",Justiceiro de Somberwald
R,Portuguese (Brazil),Feitiço,Coloque no campo de batalha três fichas de criatura vermelhas 1/1 do tipo Humano com ímpeto. Sacrifique estas fichas no início da próxima etapa final.,Os tempos difíceis deixaram a plebe pronta para lutar com quaisquer armas disponíveis.,Revolta Camponesa
R,Portuguese (Brazil),Mágica Instantânea,Escolha um — Relâmpago causa 3 pontos de dano ao jogador alvo; ou Relâmpago causa 4 pontos de dano à criatura alvo com voar.,"""Meu próximo projeto voador terá menos metal."" — Hadaken, alquimista de Nefália",Relâmpago
R,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +3/+0 e ganha ímpeto até o final do turno.,"""Para sobreviver, precisamos abraçar a selvageria que tínhamos na infância de nossa raça."" — Edgar Markov",Velocidade Extraordinária
R,Portuguese (Brazil),Criatura — Diabo,"Quando Diabo Irritante entra no campo de batalha, qualquer oponente pode fazer com que ele cause 4 pontos de dano a si mesmo. Se algum jogador fizer isso, sacrifique Diabo Irritante.",Não é diversão enquanto alguém não se machuca.,Diabo Irritante
R,Portuguese (Brazil),Encantamento,"Toda vez que um Humano entra no campo de batalha sob seu controle, Justiça dos Justiceiros causa 1 ponto de dano à criatura ou jogador alvo.",Começa com um sussurro... e termina com um brado vermelho de fogo.,Justiça dos Justiceiros
G,Portuguese (Brazil),Criatura — Humano Batedor,"Quando Patrulheiro de Fronteira entra no campo de batalha, você pode procurar um card de terreno básico em seu grimório, revelá-lo e colocá-lo em sua mão. Se fizer isso, embaralhe seu grimório.","""Só existe um caminho de Kessig para Stensia. A não ser que você venha comigo.""",Patrulheiro de Fronteira
G,Portuguese (Brazil),Encantamento,A criaturas com voar não podem bloquear as criaturas que você controla.,"Nas horas mais tenebrosas, alguns renegaram Avacyn. Agora, as terras selvagens de Kessig são seu único refúgio.",Passagem Umbrosa
G,Portuguese (Brazil),Criatura — Besta,"Ímpeto
Quando Behemoth Craterópode entra no campo de batalha, as criaturas que você controla ganham atropelar e recebem +X/+X até o final do turno, sendo X igual ao número de criaturas que você controla.",Suas pegadas de hoje são os lagos de amanhã.,Behemoth Craterópode
G,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo com voar e todos os Equipamentos anexados a ela.,"Após provar muitas vítimas, a aranha desenvolveu certa preferência pelos mortos-vivos e seus apetrechos.",Devorado por Aranhas
G,Portuguese (Brazil),Criatura — Ent,Nó de Madeira Florido não pode atacar nem bloquear a menos que esteja emparelhado com uma criatura com elo espiritual.,"""Esse negócio costumava devorar armadilheiros como nós. Agora ele nos segue como um cão de caça."" — Alena, armadilheira de Kessig",Nó de Madeira Florido
G,Portuguese (Brazil),Criatura — Aranha,"Alcance
Viúva-sombria só pode bloquear criaturas com voar.",As cidades abandonadas nos pântanos não ficaram vazias por muito tempo.,Viúva-sombria
G,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada perde voar.","""Perseguimos o monstro de Ludevic pelas quatro províncias. Quando ele aterrissar, façam-no ficar onde estiver."" — Alena, armadilheira de Kessig, a Halana de Ulvenwald",Aterrado
G,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo recebe +2/+2 até o final do turno. Se estiver emparelhada com uma criatura, aquela criatura também receberá +2/+2 até o final do turno.","""Por meio do meu poder, os lobisomens se tornarão lupíneos, nossos aliados no combate às trevas."" — Avacyn, no Decreto do Calar das Maldições",Ataque Conjunto
G,Portuguese (Brazil),Feitiço,Revele os primeiros dois cards do topo de seu grimório. Coloque todos os cards de criatura e de terreno revelados dessa maneira em sua mão e os demais no fundo de seu grimório em qualquer ordem.,"""Os demônios fugiram. Bem, já vão tarde. Não há nada que eu aprecie mais que um covil vazio.""",Perscrutação do Covil
G,Portuguese (Brazil),Mágica Instantânea,Destrua o artefato ou encantamento alvo. Você ganha 3 pontos de vida.,"A espada assombrada se estilhaçou e o geist passou, grato, ao Sono Abençoado.",Fim Natural
G,Portuguese (Brazil),Feitiço,"Exile o primeiro card do topo de seu grimório. Se for um card de permanente, você poderá colocá-lo no campo de batalha. Se fizer isso, repita esse processo.","Com o retorno de Avacyn, o fluxo da vida se tornou um maremoto.",Surto Primordial
G,Portuguese (Brazil),Feitiço,Escolha um ou mais — Destrua o artefato alvo; destrua o encantamento alvo; e/ou destrua o terreno alvo.,"Quando as florestas se tornaram refúgio para o mal, os arquimagos pensaram em novas formas de purificar a natureza.",Chuva de Espinhos
G,Portuguese (Brazil),Mágica Instantânea,A criatura alvo recebe +1/+1 e ganha alcance até o final do turno. (Ela pode bloquear criaturas com voar.),A precisão de um caçador e a força das vinhas são uma combinação poderosa.,Enlaçar os Céus
G,Portuguese (Brazil),Criatura — Humano Druida,{T}: Adicione três manas de qualquer cor à sua reserva de mana. Gaste este mana somente para conjurar mágicas de criatura.,"""É possível enfrentar qualquer perigo quando toda a natureza está ao seu lado.""",Sábio de Somberwald
G,Portuguese (Brazil),Criatura — Elemental,"Atropelar
Toda vez que outra criatura que não seja ficha entra no campo de batalha sob o seu controle, você pode comprar um card.","Ela está lá quando a semente germina, quando o grão amadurece no pé e quando os ceifadores cortam as espigas na Lua da Colheita.",Alma da Colheita
G,Portuguese (Brazil),Mágica Instantânea,Previna todo dano de combate que seria causado por criaturas que não sejam a criatura alvo neste turno.,"Elmut já massacrou vampiros, matou lobisomens e destruiu hordas de zumbis. Infelizmente, ele jamais superou seu medo de aranhas.",Presença Aterrorizante
